Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h),Wind Speed 10 m Avg. (km/h),Wind Dir. 10 m Avg. (°),Precip. Long Term (mm),Air Temp. Avg. Long Term (°C),Air Temp. Avg. Min. Long Term (°C),Air Temp. Avg. Max. Long Term (°C),Growing Degree Days Long Term (base 5°C) (GDD),Corn Heat Units Long Term (CHU),Frost Probability 0°C (%),ET. Std-Grass (mm),Growing Degree Days (base 5°C) (GDD),Corn Heat Units (CHU),Potato Heat Units (PHU)
Seven Persons IMCIN,2006-05-29,4.6,13.9,8.8,78.7,470.1,0,,16.9,294.3,403.3,13.8,7,20.7,276.6,243,5.3,,352.934,628.324,229.215
Seven Persons IMCIN,2006-05-30,6.198,20.4,13.886,64.672,472,1.9,,12.554,268.038,404.1,13.9,7.1,20.8,285.5,257.5,5.3,,361.233,642.716,234.922
Seven Persons IMCIN,2006-05-31,6.534,22.93,15.181,56.078,472,0,,12.036,228.243,405.1,13.7,6.8,20.5,294.2,271.4,5.3,,370.965,659.143,241.191
Seven Persons IMCIN,2006-06-01,6.116,28.12,18.77,49.448,472,0,,12.296,221.696,405.7,14.2,6.9,21.5,303.4,286.2,5.3,,383.083,677.067,247.355
Seven Persons IMCIN,2006-06-02,13.13,30.92,21.715,49.328,472.29,0.29,,13.287,212.836,407.2,14.8,7.6,22,313.2,301.6,5.3,,400.108,701.375,254.727
Seven Persons IMCIN,2006-06-03,9.36,25.74,18.77,51.289,472.4,0.11,,19.889,269.835,409.4,15.1,8.2,21.9,323.3,317.7,3.5,,412.658,721.641,262.282
Seven Persons IMCIN,2006-06-04,6.399,24.07,15.797,57.203,477.79,5.39,,15.495,211.317,410.7,15.3,8.2,22.5,333.6,334.4,3.5,,422.893,738.552,268.628
Seven Persons IMCIN,2006-06-05,11.22,23.19,16.981,60.759,480.79,3,,19.723,278.562,412.3,15.7,8.9,22.6,344.3,351.5,3.5,,435.098,759.344,276.912
Seven Persons IMCIN,2006-06-06,6.39,21.69,15.368,56.02,480.79,0,,12.354,161.843,415.8,14.6,8.3,20.8,353.9,367.2,3.5,,444.138,774.859,282.952
Seven Persons IMCIN,2006-06-07,12.37,28.01,19.525,43.251,480.79,0,,22.2,97.635,418.1,15.6,8.6,22.6,364.5,384.4,3.5,,459.328,798.396,291.071
Seven Persons IMCIN,2006-06-08,11.79,18.27,13.448,87.733,497.79,17,,15.328,86.267,420.4,14.8,8.3,21.3,374.3,400.8,3.5,,469.358,815.944,298.87
Seven Persons IMCIN,2006-06-09,10.8,15.73,13.041,86.613,497.79,0,,12.564,184.199,422.4,15,8.3,21.7,384.3,417.2,1.8,,477.623,829.866,305.529
Seven Persons IMCIN,2006-06-10,10.43,14.12,11.506,89.888,505.69,7.9,,18.677,140.184,424.3,15,8.5,21.5,394.3,433.6,1.8,,484.898,841.439,311.437
Seven Persons IMCIN,2006-06-11,9.55,17.32,12.398,83.581,509.69,4,,10.214,198.425,426.5,14.9,8.2,21.6,404.2,449.9,1.8,,493.333,856.012,317.954
Seven Persons IMCIN,2006-06-12,8.37,20.44,14.834,71.818,509.69,0,,18.231,73.079,429.1,15.1,8.3,21.9,414.3,466.7,1.8,,502.738,872.39,324.639
Seven Persons IMCIN,2006-06-13,12.35,26.02,18.899,68.081,509.69,0,,16.72,86.447,432.4,15.5,8.9,22,424.8,483.9,0,,516.923,895.439,333.161
Seven Persons IMCIN,2006-06-14,14,24.26,17.51,78.85,554.6,44.91,,13.678,181.127,434.5,15.4,8.7,22.1,435.2,501.1,0,,531.053,919.281,342.258
Seven Persons IMCIN,2006-06-15,11.23,14.6,12.47,90.954,587.5,32.9,,30.44,235.567,439.3,15.5,8.9,22.1,445.7,518.1,0,,538.968,932.199,348.748
Seven Persons IMCIN,2006-06-16,11.69,20.78,15.67,75.292,587.6,0.1,,23.197,288.304,442,15.9,9.2,22.6,456.6,535.8,0,,550.203,951.828,356.976
Seven Persons IMCIN,2006-06-17,8.64,20.36,13.914,73.645,594.79,7.19,,20.446,292.202,444.7,16.4,9.5,23.3,468,554.3,0,,559.703,968.385,363.783
Seven Persons IMCIN,2006-06-18,7.47,22.47,15.862,64.338,594.9,0.11,,8.523,248.18,447.2,16.3,9.4,23.1,479.3,572.5,0,,569.673,985.38,370.354
Seven Persons IMCIN,2006-06-19,7.94,22.78,14.562,76.934,600.6,5.7,,8.226,228.732,449.4,16.3,9.2,23.4,490.6,590.8,0,,580.033,"1,002.99",377.202
Seven Persons IMCIN,2006-06-20,8.02,16.86,12.033,86.05,609.5,8.9,,19.168,257.353,450.7,16.3,9.2,23.3,501.9,609.1,0,,587.473,"1,015.69",382.736
Seven Persons IMCIN,2006-06-21,9.24,21.94,15.612,69.703,609.5,0,,9.75,283.129,452.7,16.9,9.9,23.9,513.8,628.2,0,,598.063,"1,033.94",390.105
Seven Persons IMCIN,2006-06-22,9.97,24.34,15.463,74.851,612.19,2.69,,9.472,187.337,455.2,16.9,10.1,23.7,525.7,647.2,0,,610.218,"1,054.19",397.941
Seven Persons IMCIN,2006-06-23,9.43,21.67,14.887,74.83,613.69,1.5,,10.009,217.497,456.8,16.8,9.9,23.7,537.5,666.2,0,,620.768,"1,072.43",405.36
Seven Persons IMCIN,2006-06-24,6.426,23.5,15.835,63.432,613.79,0.1,,4.676,164.763,458.3,16.8,9.8,23.8,549.3,685,0,,630.731,"1,089.07",411.665
Seven Persons IMCIN,2006-06-25,9.42,27.28,19.371,57.303,613.79,0,,6.885,175.361,460.7,17.1,9.8,24.4,561.4,704.3,0,,644.081,"1,109.82",419.088
Seven Persons IMCIN,2006-06-26,10.03,26.91,19.794,65.589,613.79,0,,7.347,175.564,462.7,17.4,10,24.9,573.8,723.8,0,,657.551,"1,131.03",426.781
Seven Persons IMCIN,2006-06-27,13.92,30.7,23.348,50.263,613.79,0,,13.729,193.76,466.9,17.3,10.3,24.2,586.1,743.4,0,,674.861,"1,156.07",434.267
Seven Persons IMCIN,2006-06-28,15.13,31.86,24.078,53.234,613.79,0,,15.697,245.017,468.8,17.4,10.2,24.6,598.5,763.1,0,,693.356,"1,182.05",441.5
Seven Persons IMCIN,2006-06-29,11.19,23.81,18.375,69.574,613.79,0,,19.873,203.813,471.9,17.2,10.5,23.9,610.7,782.4,0,,705.856,"1,203.15",449.788
Seven Persons IMCIN,2006-06-30,14.17,27.06,20.305,68.163,613.79,0,,12.614,177.713,474.6,17.1,10.2,23.9,622.8,801.4,0,,721.471,"1,228.12",458.489
Seven Persons IMCIN,2006-07-01,11.51,27.99,20.039,61.225,613.79,0,,9.192,203.499,475.8,17.3,10,24.6,635.1,821.1,0,,736.221,"1,250.88",466.413
Seven Persons IMCIN,2006-07-02,9.85,29.05,19.469,62.65,613.79,0,,9.402,155.78,476.9,17.7,10.2,25.2,647.8,841.3,0,,750.671,"1,272.26",473.596
Seven Persons IMCIN,2006-07-03,9.94,28.73,20.469,58.565,613.79,0,,7.037,142.314,477.9,17.8,10.4,25.2,660.6,861.6,0,,765.006,"1,293.70",480.894
Seven Persons IMCIN,2006-07-04,11.91,30.57,22.264,54.414,613.79,0,,13.053,200.492,478.5,18.4,11.1,25.8,674,882.5,0,,781.246,"1,316.94",488.164
Seven Persons IMCIN,2006-07-05,17.47,33.39,25.191,42.009,613.79,0,,15.694,183.832,480.5,18.3,11.3,25.4,687.3,903.5,0,,801.676,"1,344.67",494.587
Seven Persons IMCIN,2006-07-06,15.98,30.13,21.972,65.93,614,0.21,,12.877,250.863,482.3,18.4,11,25.8,700.7,924.4,0,,819.731,"1,371.59",502.266
Seven Persons IMCIN,2006-07-07,12.99,26.86,20.198,57.01,614.1,0.1,,18.251,263.083,484,18.3,10.9,25.6,714,945.4,0,,834.656,"1,395.45",510.796
Seven Persons IMCIN,2006-07-08,10.44,27.62,19.842,54.947,614.1,0,,10.283,195.912,485.7,19.3,11.2,27.4,728.3,967.1,0,,848.686,"1,417.18",518.504
Seven Persons IMCIN,2006-07-09,11.63,34.17,23.968,47.33,614.1,0,,13.245,161.186,486.8,19.2,11.7,26.7,742.5,988.8,0,,866.586,"1,439.40",524.945
Seven Persons IMCIN,2006-07-10,13.02,29.76,19.644,67.802,620.79,6.69,,15.883,251.917,488.8,18.7,11.8,25.7,756.2,1010.3,0,,882.976,"1,463.66",532.57
Seven Persons IMCIN,2006-07-11,10.36,30.78,20.512,58.116,620.9,0.11,,9.873,238.906,490.2,18.7,11,26.3,769.9,1031.6,0,,898.546,"1,485.48",539.503
Seven Persons IMCIN,2006-07-12,13.28,30.67,21.218,51.535,622.4,1.5,,10.177,233.388,491.1,18.9,11,26.7,783.8,1052.9,0,,915.521,"1,509.95",546.939
Seven Persons IMCIN,2006-07-13,12.71,26.46,19.897,52.173,622.4,0,,23.518,273.579,492.6,18.8,11.4,26.1,797.6,1074.3,0,,930.106,"1,533.45",555.484
Seven Persons IMCIN,2006-07-14,8.62,29.24,20.235,51.004,622.5,0.1,,16.89,262.892,494.2,18.8,11.3,26.4,811.4,1095.7,0,,944.036,"1,553.74",562.214
Seven Persons IMCIN,2006-07-15,9.82,31.36,21.332,46.892,622.5,0,,16.097,270.929,495.1,18.9,11.1,26.8,825.3,1117,0,,959.626,"1,575.02",568.947
Seven Persons IMCIN,2006-07-16,10.39,26.18,18.905,51.968,622.5,0,,14.574,122.698,496.3,19,11.6,26.4,839.3,1138.5,0,,972.911,"1,596.35",576.85
Seven Persons IMCIN,2006-07-17,7.97,32.93,21.323,50.536,622.5,0,,10.118,188.462,497.1,19.1,11.7,26.5,853.4,1160.2,0,,988.361,"1,615.66",582.882
Seven Persons IMCIN,2006-07-18,13.43,25.34,19.125,52.51,622.5,0,,16.494,213.409,498.4,18.7,11.5,25.9,867.1,1181.4,0,,"1,002.75","1,639.45",591.756
Seven Persons IMCIN,2006-07-19,13.06,25.26,18.387,60.943,623.1,0.6,,7.726,141.389,499.9,18.8,11.1,26.6,880.9,1202.6,0,,"1,016.91","1,662.87",600.549
Seven Persons IMCIN,2006-07-20,13.94,26.98,19.971,55.109,623.1,0,,12.49,81.923,500.9,19.5,11.3,27.6,895.4,1224.4,0,,"1,032.37","1,687.62",609.233
Seven Persons IMCIN,2006-07-21,12.08,31.07,22.38,50.15,623.19,0.09,,10.332,249.848,501.7,19.7,11.5,27.8,910.1,1246.4,0,,"1,048.94","1,710.96",616.447
Seven Persons IMCIN,2006-07-22,12.33,35.03,25.073,44.91,623.19,0,,8.666,152.18,502.2,19.7,11.8,27.6,924.8,1268.7,0,,"1,067.62","1,733.46",622.659
Seven Persons IMCIN,2006-07-23,17.29,32.91,24.757,48.786,623.19,0,,11.688,246.268,502.8,19.7,11.7,27.8,939.5,1291,0,,"1,087.72","1,761.17",629.321
Seven Persons IMCIN,2006-07-24,13.46,31,21.941,62.278,624,0.81,,14.433,248.743,504.3,19.7,12,27.4,954.2,1313.5,0,,"1,104.95","1,785.76",636.708
Seven Persons IMCIN,2006-07-25,10.76,32.97,22.617,55.654,624.1,0.1,,9.589,180.263,505.6,19.3,11.7,26.8,968.5,1335.4,0,,"1,121.82","1,807.57",643.348
Seven Persons IMCIN,2006-07-26,13.19,31.89,23.031,56.63,624.79,0.69,,8.755,178.095,506.8,19.6,11.4,27.8,983.1,1357.5,0,,"1,139.36","1,831.80",650.515
Seven Persons IMCIN,2006-07-27,15.01,29.95,22.652,53.616,624.79,0,,14.53,113.621,507.3,20.4,12.5,28.2,998.5,1380.6,0,,"1,156.84","1,857.85",658.232
Seven Persons IMCIN,2006-07-28,14.94,32.78,23.89,50.048,624.79,0,,13.186,94.013,509.3,20.4,12.3,28.6,1013.9,1403.6,0,,"1,175.70","1,883.47",665.191
Seven Persons IMCIN,2006-07-29,13.66,32.63,22.276,60.162,624.79,0,,10.641,202.691,510.2,20,12.1,27.8,1028.9,1426.3,0,,"1,193.84","1,907.98",672.192
Seven Persons IMCIN,2006-07-30,9.88,27.6,19.805,49.662,624.79,0,,24.731,284.533,511,19.1,11.6,26.5,1043,1447.9,0,,"1,207.58","1,929.20",679.723
Seven Persons IMCIN,2006-07-31,6.144,24.1,15.876,48.481,624.79,0,,15.105,255.857,512.2,19.3,11.4,27.2,1057.3,1469.6,0,,"1,217.70","1,945.90",686.012
Seven Persons IMCIN,2006-08-01,8.19,25.82,17.618,41.16,624.79,0,,15.537,264.988,513.5,19.4,11.4,27.5,1071.7,1491.1,0,,"1,229.71","1,965.14",693.073
Seven Persons IMCIN,2006-08-02,7.58,26.48,17.76,46.657,624.79,0,,12.409,221.431,514.4,19.4,11.7,27.2,1086.1,1513.1,0,,"1,241.74","1,984.03",699.821
Seven Persons IMCIN,2006-08-03,9.1,26.92,18.093,48.661,624.79,0,,12.918,161.862,515.5,19.2,11.6,26.7,1100.3,1534.6,0,,"1,254.75","2,004.41",707.171
Seven Persons IMCIN,2006-08-04,10.21,29.54,18.136,57.595,624.79,0,,16.294,167.495,516.9,19.8,11.8,27.8,1115.1,1556.6,0,,"1,269.62","2,026.14",714.306
Seven Persons IMCIN,2006-08-05,7.69,23.39,15.402,54.622,624.79,0,,15.171,283.047,517.9,20.3,12.3,28.3,1130.4,1579,0,,"1,280.16","2,043.86",721.088
Seven Persons IMCIN,2006-08-06,7.1,31.02,19.863,37.282,624.9,0.11,,10.847,117.806,518.5,20.1,12.4,27.9,1145.5,1601.6,0,,"1,294.22","2,062.73",727.014
Seven Persons IMCIN,2006-08-07,14.95,34.47,25.74,26.125,624.9,0,,14.094,203.066,519.5,19.7,12,27.4,1160.2,1623.7,0,,"1,313.93","2,087.82",733.371
Seven Persons IMCIN,2006-08-08,12.15,34.95,24.436,35.509,624.9,0,,10.706,253.951,520.5,19,11.6,26.3,1174.2,1645.3,0,,"1,332.48","2,110.20",739.603
Seven Persons IMCIN,2006-08-09,12.65,29.66,22.012,48.711,624.9,0,,15.81,279.661,521.6,19,10.8,27.3,1188.2,1666.3,0,,"1,348.64","2,134.12",747.214
Seven Persons IMCIN,2006-08-10,14.01,29.27,20.813,66.139,626.29,1.39,,11.802,161.579,522.8,19.6,11.5,27.7,1202.8,1688,0,,"1,365.28","2,159.26",755.161
Seven Persons IMCIN,2006-08-11,12.118,24.3,17.468,67.965,632,5.71,,21.127,284.78,523.6,18.8,11,26.6,1216.6,1709,0,,"1,378.49","2,181.43",763.749
Seven Persons IMCIN,2006-08-12,8.19,21.63,14.415,68.577,633.29,1.29,,14.788,277.418,525.7,18.7,10.8,26.6,1230.3,1729.8,0,,"1,388.40","2,198.52",770.567
Seven Persons IMCIN,2006-08-13,6.882,25.07,16.013,57.161,633.4,0.11,,9.793,242.221,526.7,18.4,10.8,26,1243.7,1750.4,0,,"1,399.37","2,216.31",777.057
Seven Persons IMCIN,2006-08-14,8.66,29.4,19.747,39.626,633.4,0,,13.183,243.458,528.7,18.7,11,26.5,1257.4,1771,0,,"1,413.40","2,236.63",783.757
Seven Persons IMCIN,2006-08-15,10.71,25.44,18.007,52.787,633.4,0,,15.776,154.543,529.6,18.8,10.9,26.7,1271.2,1791.7,0,,"1,426.48","2,258.01",791.832
Seven Persons IMCIN,2006-08-16,9.62,20.49,14.624,76.716,635.19,1.79,,9.63,117.948,531.3,18.5,10.9,26,1284.7,1812.2,0,,"1,436.53","2,275.55",799.14
Seven Persons IMCIN,2006-08-17,7.71,24.44,15.227,71.555,635.29,0.1,,8.615,240.028,532.3,18.1,10.3,25.9,1297.8,1832.4,0,,"1,447.61","2,293.81",805.99
Seven Persons IMCIN,2006-08-18,7.21,27.51,18.419,53.971,635.29,0,,14.823,218.642,532.9,18.5,10.6,26.4,1311.3,1852.9,0,,"1,459.97","2,312.62",812.475
Seven Persons IMCIN,2006-08-19,12.49,30.61,21.824,39.492,635.29,0,,16.129,217.502,534.4,18.3,10.4,26.2,1324.6,1873.4,0,,"1,476.52","2,336.38",819.827
Seven Persons IMCIN,2006-08-20,9.34,25.53,17.03,55.421,635.29,0,,12.405,150.19,535,17.8,10.2,25.4,1337.4,1893.4,0,,"1,488.95","2,356.55",827.385
Seven Persons IMCIN,2006-08-21,9.82,32.79,21.367,38.358,635.29,0,,14.329,140.028,535.6,18.3,10.3,26.3,1350.7,1913.8,0,,"1,505.26","2,377.56",833.892
Seven Persons IMCIN,2006-08-22,11.81,33.99,22.665,34.796,635.29,0,,14.698,208.812,536.7,17.7,9.8,25.7,1363.4,1933.3,0,,"1,523.16","2,400.00",840.401
Seven Persons IMCIN,2006-08-23,11.05,30.11,20.623,46.893,635.29,0,,17.235,197.993,537.8,18,9.9,26.1,1376.4,1953,0,,"1,538.74","2,422.48",847.566
Seven Persons IMCIN,2006-08-24,9.41,22.79,15.623,65.25,637.19,1.9,,14.801,238.426,539.4,17.3,9.6,25.1,1388.7,1972,0,,"1,549.84","2,441.42",855.103
Seven Persons IMCIN,2006-08-25,7.89,25.06,16.423,53.52,637.19,0,,11.458,290.542,541.1,17.7,9.8,25.6,1401.4,1991.4,0,,"1,561.31","2,460.11",862.047
Seven Persons IMCIN,2006-08-26,7.65,28.1,17.728,49.615,637.19,0,,13.009,231.008,541.7,17.1,9.2,24.9,1413.5,2010.2,0,,"1,574.19","2,479.41",868.645
Seven Persons IMCIN,2006-08-27,5.779,29.59,18.894,41.924,637.19,0,,8.918,132.597,542.1,17.2,9,25.4,1425.7,2029.2,0,,"1,586.87","2,497.15",874.503
Seven Persons IMCIN,2006-08-28,13.34,32.93,24.871,25.757,637.19,0,,21.628,189.733,543,16.8,8.9,24.6,1437.5,2047.8,0,,"1,605.01","2,521.29",881.408
Seven Persons IMCIN,2006-08-29,12.19,33.17,22.887,36.649,638.4,1.21,,17.247,220.701,543.5,16.9,8.9,24.9,1449.4,2066.2,0,,"1,622.69","2,544.33",888.174
Seven Persons IMCIN,2006-08-30,10.21,21.25,15.67,61.44,638.79,0.39,,16.246,262.311,543.8,16.2,8.7,23.7,1460.6,2083.6,0,,"1,633.42","2,562.98",895.875
Seven Persons IMCIN,2006-08-31,6.886,16.72,11.333,75.755,648.69,9.9,,19.785,278.065,545,16,8.3,23.7,1471.6,2100.9,0,,"1,640.22","2,574.51",900.707
Seven Persons IMCIN,2006-09-01,4.04,21.95,12.677,56.015,648.79,0.1,,12.752,217.787,546.3,15.9,8.1,23.8,1482.5,2118.1,0,,"1,648.22","2,588.41",906.127
Seven Persons IMCIN,2006-09-02,5.778,27.72,17.51,35.924,648.79,0,,21.017,203.354,548.1,15.7,7.8,23.6,1493.2,2135,0,,"1,659.97","2,605.96",912.277
Seven Persons IMCIN,2006-09-03,10.03,31.18,20.706,27.144,648.79,0,,15.672,207.129,549.2,15.9,8,23.7,1504.1,2152,1.8,,"1,675.57","2,627.45",919.084
Seven Persons IMCIN,2006-09-04,8.15,31.97,19.592,34.154,648.79,0,,9.785,187.077,550,15.6,7.8,23.4,1514.7,2168.7,1.8,,"1,690.63","2,647.13",925.291
Seven Persons IMCIN,2006-09-05,6.969,31.71,19.726,38.831,648.79,0,,7.908,234.623,551.1,15.2,7.7,22.7,1524.9,2184.3,1.8,,"1,704.97","2,665.80",931.139
Seven Persons IMCIN,2006-09-06,8.38,31.35,19.194,42.745,648.79,0,,12.751,274.067,552.6,14.8,7.2,22.4,1534.7,2200,1.8,,"1,719.83","2,685.78",937.478
Seven Persons IMCIN,2006-09-07,8.94,26.36,17.318,45.538,648.79,0,,13.734,89.507,553.8,13.8,6.6,21.1,1543.6,2214.4,3.5,,"1,732.48","2,705.87",944.821
Seven Persons IMCIN,2006-09-08,8.66,29.2,19.2,39.935,648.79,0,,16.868,142.313,554.3,14.2,6.6,21.8,1552.8,2229.2,3.5,,"1,746.41","2,726.19",951.576
Seven Persons IMCIN,2006-09-09,11.95,30.32,21.194,38.229,648.79,0,,13.928,194.86,555.3,13.6,6.2,21.1,1561.4,2243.1,3.5,,"1,762.55","2,749.47",958.889
Seven Persons IMCIN,2006-09-10,8.68,24.49,16.733,52.131,648.79,0,,19.244,282.131,556.4,13.9,6,21.9,1570.4,2257.4,7,,"1,774.13","2,768.63",966.189
Seven Persons IMCIN,2006-09-11,6.5,28,,,648.79,0,,,,558.7,13.1,5.8,20.4,1578.6,2270.7,15.8,,"1,786.38","2,786.88",972.434
Seven Persons IMCIN,2006-09-12,5.692,26.5,16.591,47.458,648.79,0,,11.178,121.557,560,12.4,5.5,19.3,1586.1,2283.4,17.5,,"1,797.48","2,804.08",978.657
Seven Persons IMCIN,2006-09-13,7.97,18.3,12.311,67.446,648.79,0,,15.068,237.741,560.5,12.1,4.9,19.3,1593.3,2296.1,22.8,,"1,805.62","2,818.22",984.601
Seven Persons IMCIN,2006-09-14,6.757,9.92,8.761,89.663,652.9,4.11,,6.912,183.264,561.4,12.7,4.9,20.4,1601,2309,24.6,,"1,808.95","2,820.35",986.272
Seven Persons IMCIN,2006-09-15,2.923,10.06,7.595,93.571,656.5,3.6,,18.922,56.573,562.7,12.8,5.2,20.4,1608.9,2321.8,24.6,,"1,810.45","2,820.44",987.075
Seven Persons IMCIN,2006-09-16,1.955,7.61,4.669,81.428,656.6,0.1,,30.383,283.474,563.6,12.8,5.5,20.1,1616.9,2334.7,28.1,,"1,810.45","2,820.44",987.182
Seven Persons IMCIN,2006-09-17,1.129,4.936,3.463,82.669,659.4,2.8,,24.791,274.414,565.1,11.8,4.7,18.8,1623.9,2345.8,35.1,,"1,810.45","2,820.44",987.182
Seven Persons IMCIN,2006-09-18,-1.177,14.14,6.695,77.599,659.6,0.2,,11.136,146.231,565.8,11.4,4.3,18.4,1630.4,2356.6,38.6,,"1,811.93","2,826.62",989.03
Seven Persons IMCIN,2006-09-19,3.712,15.41,9.744,75.23,659.6,0,,10.353,159.375,567.1,11.3,4.2,18.4,1636.8,2367.6,47.4,,"1,816.49","2,834.40",992.168
Seven Persons IMCIN,2006-09-20,7.1,14.24,9.875,85.16,661.69,2.09,,14.193,241.427,569.2,10.3,3.8,16.8,1642.2,2377,50.9,,"1,822.16","2,843.13",996.145
Seven Persons IMCIN,2006-09-21,5.833,13.45,8.879,81.896,662.4,0.71,,20.35,295.795,571.4,10.5,3.4,17.5,1647.9,2386.7,56.1,,"1,826.80","2,849.67",999.255
Seven Persons IMCIN,2006-09-22,4.388,10.01,7.884,84.708,662.9,0.5,,23.673,274.45,572.2,11.1,3.4,18.8,1654.2,2397.7,61.4,,"1,829.00","2,849.68","1,000.25"
Seven Persons IMCIN,2006-09-23,-0.198,18.16,9.107,70.446,662.99,0.09,,14.629,273.337,572.9,11.6,3.4,19.7,1661,2409.4,63.2,,"1,832.98","2,860.47","1,003.42"
Seven Persons IMCIN,2006-09-24,5.627,23.39,13.713,61.592,662.99,0,,12.147,222.1,573.6,11.9,3.7,20,1668.1,2421.6,68.4,,"1,842.49","2,876.34","1,009.52"
Seven Persons IMCIN,2006-09-25,6.712,24.76,14.299,56.529,662.99,0,,16.838,266.61,576.4,11.9,4.2,19.5,1675.3,2433.5,68.4,,"1,853.22","2,893.85","1,015.97"
Seven Persons IMCIN,2006-09-26,7.69,17.11,12.239,72.896,663.19,0.2,,18.314,265.31,577.1,10.8,3.8,17.7,1681.5,2444.1,71.9,,"1,860.62","2,906.52","1,021.39"
Seven Persons IMCIN,2006-09-27,-1.123,15.9,7.69,69.964,663.49,0.3,,9.314,228.801,577.9,10.5,2.9,18.1,1687.5,2454.7,77.2,,"1,863.01","2,914.88","1,023.83"
Seven Persons IMCIN,2006-09-28,7.88,20.25,13.348,60.424,663.69,0.2,,12.833,241.308,578.3,10.9,3.2,18.6,1693.9,2466.1,77.2,,"1,872.08","2,930.67","1,030.22"
Seven Persons IMCIN,2006-09-29,4.625,24.84,14.699,57.61,663.69,0,,16.26,255.926,578.6,11.4,3.4,19.3,1700.6,2477.3,78.9,,"1,881.81","2,946.33","1,036.18"
Seven Persons IMCIN,2006-09-30,7.13,26.62,16.299,41.696,663.69,0,,23.819,258.192,580.2,10.6,3.2,17.9,1706.5,2488.1,82.5,,"1,893.69","2,964.86","1,042.71"
Seven Persons IMCIN,2006-10-01,3.502,14.58,9.922,64.101,663.69,0,,16.845,104.14,580.8,9.9,2.7,17.1,1711.8,2497.7,82.5,,"1,897.73","2,971.60","1,045.39"
Seven Persons IMCIN,2006-10-02,1.023,14.09,7.696,61.863,663.69,0,,17.149,54.656,581.7,9.6,2.1,17.1,1716.8,2507.1,86,,"1,900.28","2,977.71","1,047.51"
Seven Persons IMCIN,2006-10-03,5.616,12.55,8.646,56.88,663.69,0,,13.349,77.065,582.2,9.3,2,16.6,1721.4,2515.9,87.7,,"1,904.37","2,982.78","1,050.09"
Seven Persons IMCIN,2006-10-04,3.196,17.38,10.155,66.138,663.69,0,,8.382,187.695,582.8,8.9,1.7,16.2,1725.9,2524.5,91.2,,"1,909.65","2,992.78","1,053.83"
Seven Persons IMCIN,2006-10-05,3.294,23.93,12.391,63.624,663.69,0,,18.94,247.385,583.3,8.4,0.9,15.8,1729.9,2532.7,93,,"1,918.27","3,007.82","1,059.36"
Seven Persons IMCIN,2006-10-06,5.685,19.45,12.041,60.522,663.69,0,,13.647,275.962,583.7,9.2,1.4,17.1,1734.6,2542.1,93,,"1,925.83","3,020.96","1,064.66"
Seven Persons IMCIN,2006-10-07,-0.952,11.07,6.307,69.883,663.69,0,,26.696,308.279,584.2,9,1.5,16.4,1739.3,2551.3,93,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-08,-5.757,11.51,3.467,60.449,663.79,0.1,,10.148,192.422,584.5,8.6,1.2,16,1743.7,2559.8,94.7,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-09,-6.035,12.57,3.446,60.239,663.79,0,,17.16,233.327,584.8,8.2,0.3,16.2,1747.9,2568.5,94.7,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-10,0.004,9.47,4.173,76.36,666.29,2.5,,16.629,178.886,585.3,8.1,0.8,15.4,1751.8,2576.6,96.5,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-11,-4.544,4.676,-0.304,82.79,666.79,0.5,,11.257,244.621,586.1,6.6,-0.1,13.3,1754.8,2583,96.5,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-12,-6.178,8.41,0.782,62.743,666.79,0,,9.289,95.666,586.3,7.2,0.3,14.2,1758,2589.9,96.5,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-13,-4.515,13.05,3.207,56.866,666.79,0,,7.682,126.769,587,7.3,0.3,14.4,1761.1,2596.7,96.5,,"1,925.89","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-14,-1.942,16.37,7.621,57.21,666.79,0,,13.341,202.757,587.7,6.8,-0.2,13.8,1763.8,2602.9,96.5,,"1,928.11","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-15,3.466,11.18,7.489,80.978,667.38,0.59,,14.809,151.343,588.2,6.5,-0.1,13,1766.6,2608.5,96.5,,"1,930.43","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-16,-0.96,3.473,0.25,92.9,667.58,0.2,,22.093,33.688,588.8,6.4,-0.3,13.2,1769.4,2614.6,96.5,,"1,930.43","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-17,-5.186,3.398,-0.33,85.303,667.69,0.11,,8.412,245.929,589.3,5.9,-1,12.8,1771.8,2620.2,96.5,,"1,930.43","3,022.69","1,065.31"
Seven Persons IMCIN,2006-10-18,-3.415,10.78,2.972,69.721,667.69,0,,19.149,244.692,590.3,6.3,-1,13.5,1774.2,2626,98.2,,"1,930.43","3,022.69","1,065.31"
