Township,Date,Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Humidity Avg. (%),Snow Water (mm),Estimated Incoming Rad. Total (MJ/m2)
T028R15W4,2013-12-10,-24.18,-6.8,0.65,1865.889999999993,82.51,26.64,4.57
T028R15W4,2013-12-11,-22.65,-6.02,0.0,1865.889999999993,81.04,26.63,4.45
T028R15W4,2013-12-12,-19.21,-9.24,0.0,1865.889999999993,86.23,26.61,3.42
T028R15W4,2013-12-13,-20.74,-15.36,0.11,1865.999999999993,82.46,26.73,2.5
T028R15W4,2013-12-14,-21.08,-4.85,0.0,1865.999999999993,82.83,26.71,4.33
T028R15W4,2013-12-15,-9.57,4.25,0.0,1865.999999999993,67.27,26.69,3.98
T028R15W4,2013-12-16,-10.72,0.11,0.0,1865.999999999993,81.32,26.67,3.51
T028R15W4,2013-12-17,-12.33,3.76,0.0,1865.999999999993,73.21,26.64,4.27
T028R15W4,2013-12-18,-19.62,0.6,0.0,1865.999999999993,84.1,26.62,4.78
T028R15W4,2013-12-19,-27.92,-11.32,0.0,1865.999999999993,77.61,26.61,4.32
T028R15W4,2013-12-20,-24.7,-14.09,0.0,1865.999999999993,74.42,26.6,3.46
T028R15W4,2013-12-21,-25.87,-17.0,0.54,1866.539999999993,81.67,27.24,3.16
T028R15W4,2013-12-22,-27.28,-18.57,0.0,1866.539999999993,81.64,27.24,3.13
T028R15W4,2013-12-23,-23.01,-0.72,0.0,1866.539999999993,79.9,27.22,5.02
T028R15W4,2013-12-24,-11.8,-1.53,0.0,1866.539999999993,76.79,27.2,3.42
T028R15W4,2013-12-25,-13.56,-0.87,0.0,1866.539999999993,77.49,27.18,3.81
T028R15W4,2013-12-26,-9.4,4.0,0.0,1866.539999999993,73.51,27.16,3.92
T028R15W4,2013-12-27,-14.33,3.73,0.22,1866.759999999993,81.34,27.39,4.57
T028R15W4,2013-12-28,-22.56,-15.3,0.32,1867.0799999999929,82.3,27.77,2.91
T028R15W4,2013-12-29,-19.63,-4.2,0.32,1867.3999999999928,87.52,28.14,4.27
T028R15W4,2013-12-30,-19.49,-14.83,1.62,1869.0199999999927,83.62,30.07,2.36
T028R15W4,2013-12-31,-20.84,-14.79,0.43,1869.4499999999928,83.06,30.58,2.71
T028R15W4,2014-01-01,-20.83,-4.62,0.1,1869.5499999999927,88.13,30.68,4.46
T028R15W4,2014-01-02,-13.89,-0.54,0.2,1869.7499999999927,86.72,30.9,4.08
T028R15W4,2014-01-03,-15.68,-1.44,1.0,1870.7499999999927,91.76,32.08,4.25
T028R15W4,2014-01-04,-24.36,-15.66,0.3,1871.0499999999927,77.91,32.42,3.35
T028R15W4,2014-01-05,-34.1,-23.54,0.1,1871.1499999999926,73.7,32.54,3.72
T028R15W4,2014-01-06,-26.46,-1.86,0.0,1871.1499999999926,74.56,32.52,5.73
T028R15W4,2014-01-07,-16.04,-4.68,1.2,1872.3499999999926,89.7,33.93,3.94
T028R15W4,2014-01-08,-16.7,-3.7,0.0,1872.3499999999926,86.52,33.91,4.26
T028R15W4,2014-01-09,-12.72,-1.45,0.0,1872.3499999999926,83.13,33.88,4.01
T028R15W4,2014-01-10,-11.15,-1.21,0.0,1872.3499999999926,81.68,33.86,3.81
T028R15W4,2014-01-11,-11.12,4.86,0.0,1872.3499999999926,87.66,33.82,4.89
T028R15W4,2014-01-12,-10.92,-1.86,0.2,1872.5499999999927,85.87,34.03,3.73
T028R15W4,2014-01-13,-7.04,3.53,0.5,1873.0499999999927,79.01,34.59,4.08
T028R15W4,2014-01-14,-8.83,3.47,0.0,1873.0499999999927,72.33,34.55,4.46
T028R15W4,2014-01-15,-1.84,5.89,0.0,1873.0499999999927,61.03,34.5,3.58
T028R15W4,2014-01-16,-7.17,0.53,0.0,1873.0499999999927,67.47,34.46,3.62
T028R15W4,2014-01-17,-4.15,5.03,0.0,1873.0499999999927,66.7,34.41,4.01
T028R15W4,2014-01-18,-6.01,5.41,0.0,1873.0499999999927,68.93,34.36,4.55
T028R15W4,2014-01-19,-3.11,4.66,0.0,1873.0499999999927,60.76,34.31,3.8
T028R15W4,2014-01-20,-15.67,-1.49,0.0,1873.0499999999927,83.07,34.27,5.22
T028R15W4,2014-01-21,-8.28,-0.03,0.0,1873.0499999999927,79.04,34.23,4.05
T028R15W4,2014-01-22,-16.84,-7.36,0.2,1873.2499999999927,89.16,34.44,4.4
T028R15W4,2014-01-23,-12.72,2.86,0.1,1873.3499999999926,85.82,34.51,5.74
T028R15W4,2014-01-24,-0.12,5.84,0.0,1873.3499999999926,72.45,34.44,3.61
T028R15W4,2014-01-25,-0.51,6.45,0.0,1873.3499999999926,70.48,34.37,3.96
T028R15W4,2014-01-26,-21.11,2.56,0.1,1873.4499999999925,75.21,34.45,7.43
T028R15W4,2014-01-27,-23.73,-13.81,0.0,1873.4499999999925,79.61,34.42,4.89
T028R15W4,2014-01-28,-21.63,-1.85,0.0,1873.4499999999925,67.05,34.38,7.03
T028R15W4,2014-01-29,-15.08,-2.45,0.2,1873.6499999999926,82.42,34.57,5.72
T028R15W4,2014-01-30,-21.14,-14.75,0.0,1873.6499999999926,81.13,34.54,4.14
T028R15W4,2014-01-31,-20.88,-11.03,0.0,1873.6499999999926,76.84,34.51,5.22
T028R15W4,2014-02-01,-17.91,-9.96,0.0,1873.6499999999926,76.19,34.46,4.78
T028R15W4,2014-02-02,-17.21,-9.63,0.0,1873.6499999999926,79.61,34.42,4.75
T028R15W4,2014-02-03,-21.95,-14.2,0.3,1873.9499999999925,79.05,34.75,4.89
T028R15W4,2014-02-04,-23.89,-19.74,0.0,1873.9499999999925,76.46,34.72,3.64
T028R15W4,2014-02-05,-28.89,-20.18,0.2,1874.1499999999926,75.72,34.94,5.37
T028R15W4,2014-02-06,-29.21,-15.3,0.0,1874.1499999999926,63.23,34.91,6.91
T028R15W4,2014-02-07,-23.83,-15.5,0.0,1874.1499999999926,67.89,34.87,5.44
T028R15W4,2014-02-08,-28.65,-16.94,0.2,1874.3499999999926,81.25,35.08,6.57
T028R15W4,2014-02-09,-30.8,-21.82,0.0,1874.3499999999926,78.13,35.06,5.86
T028R15W4,2014-02-10,-29.97,-15.07,0.0,1874.3499999999926,79.44,35.03,7.68
T028R15W4,2014-02-11,-24.94,-18.34,0.0,1874.3499999999926,79.97,34.99,5.2
T028R15W4,2014-02-12,-24.36,-13.9,0.0,1874.3499999999926,83.27,34.95,6.67
T028R15W4,2014-02-13,-18.39,-8.05,0.0,1874.3499999999926,82.68,34.89,6.75
T028R15W4,2014-02-14,-17.2,-2.8,0.0,1874.3499999999926,78.99,34.82,8.11
T028R15W4,2014-02-15,-13.75,-3.35,0.0,1874.3499999999926,84.18,34.74,7.01
T028R15W4,2014-02-16,-7.24,2.2,0.0,1874.3499999999926,75.56,34.62,6.8
T028R15W4,2014-02-17,-9.13,2.12,0.0,1874.3499999999926,68.56,34.52,7.56
T028R15W4,2014-02-18,-11.0,0.49,0.0,1874.3499999999926,68.24,34.41,7.78
T028R15W4,2014-02-19,-9.44,-0.66,0.0,1874.3499999999926,92.57,34.3,6.92
T028R15W4,2014-02-20,-14.96,-0.35,0.1,1874.4499999999925,75.62,34.33,9.08
T028R15W4,2014-02-21,-17.4,-5.26,0.8,1875.2499999999925,86.05,35.2,8.42
T028R15W4,2014-02-22,-22.53,-16.35,0.1,1875.3499999999924,83.5,35.27,6.12
T028R15W4,2014-02-23,-28.42,-19.58,0.2,1875.5499999999925,78.91,35.47,7.44
T028R15W4,2014-02-24,-30.04,-16.37,0.0,1875.5499999999925,72.13,35.43,9.41
T028R15W4,2014-02-25,-26.0,-13.28,0.0,1875.5499999999925,72.02,35.37,9.23
T028R15W4,2014-02-26,-19.78,-5.61,0.0,1875.5499999999925,59.29,35.28,9.91
T028R15W4,2014-02-27,-22.7,-7.35,0.0,1875.5499999999925,75.11,35.2,10.49
T028R15W4,2014-02-28,-32.68,-17.57,0.1,1875.6499999999924,71.64,35.28,10.59
T028R15W4,2014-03-01,-36.56,-25.08,0.2,1875.8499999999924,62.92,35.5,9.38
T028R15W4,2014-03-02,-34.6,-23.91,0.0,1875.8499999999924,70.83,35.47,9.2
T028R15W4,2014-03-03,-24.64,-18.69,0.8,1876.6499999999924,79.35,36.37,6.98
T028R15W4,2014-03-04,-22.55,-16.04,0.1,1876.7499999999923,80.15,36.43,7.41
T028R15W4,2014-03-05,-21.41,-14.66,0.3,1877.0499999999922,79.51,36.71,7.67
T028R15W4,2014-03-06,-17.74,-15.14,4.72,1881.7699999999923,82.88,42.29,4.84
T028R15W4,2014-03-07,-20.05,-10.75,0.0,1881.7699999999923,83.1,42.2,9.29
T028R15W4,2014-03-08,-17.02,5.07,0.0,1881.7699999999923,71.43,42.05,14.55
T028R15W4,2014-03-09,-1.17,7.67,0.0,1881.7699999999923,71.0,41.83,9.35
T028R15W4,2014-03-10,-3.81,4.1,0.0,1881.7699999999923,69.21,41.62,8.98
T028R15W4,2014-03-11,-5.95,2.46,0.0,1881.7699999999923,71.39,41.43,9.4
T028R15W4,2014-03-12,-2.3,8.07,0.0,1881.7699999999923,67.83,41.2,10.59
T028R15W4,2014-03-13,-4.54,3.94,0.0,1881.7699999999923,64.4,40.99,9.72
T028R15W4,2014-03-14,-7.72,1.92,0.0,1881.7699999999923,76.81,40.83,10.51
T028R15W4,2014-03-15,-7.82,6.17,0.0,1881.7699999999923,82.26,35.37,12.86
T028R15W4,2014-03-16,-1.03,9.97,0.0,1881.7699999999923,69.94,24.56,11.57
T028R15W4,2014-03-17,-2.78,4.21,0.0,1881.7699999999923,73.92,21.24,9.35
T028R15W4,2014-03-18,-4.35,3.27,0.0,1881.7699999999923,71.99,18.82,9.9
T028R15W4,2014-03-19,-7.65,6.24,0.0,1881.7699999999923,69.68,12.67,13.55
T028R15W4,2014-03-20,-10.85,0.83,1.41,1883.1799999999923,85.58,14.16,12.6
T028R15W4,2014-03-21,-18.06,-10.0,0.0,1883.1799999999923,73.39,14.04,10.61
T028R15W4,2014-03-22,-20.4,-8.34,0.0,1883.1799999999923,73.71,13.91,13.15
T028R15W4,2014-03-23,-15.9,-6.36,0.0,1883.1799999999923,75.66,13.76,11.85
T028R15W4,2014-03-24,-14.78,-6.13,0.0,1883.1799999999923,70.65,13.6,11.43
T028R15W4,2014-03-25,-13.5,-1.2,0.8,1883.9799999999923,76.63,14.37,13.81
T028R15W4,2014-03-26,-9.83,-5.8,1.1,1885.0799999999922,88.89,15.5,8.01
T028R15W4,2014-03-27,-13.78,-7.52,0.6,1885.679999999992,86.93,16.06,10.11
T028R15W4,2014-03-28,-14.0,-3.98,0.1,1885.779999999992,87.02,16.0,12.94
T028R15W4,2014-03-29,-10.04,-3.24,0.1,1885.879999999992,90.64,15.91,10.79
T028R15W4,2014-03-30,-14.82,-6.0,1.1,1886.9799999999918,86.16,17.06,12.43
T028R15W4,2014-03-31,-16.84,-7.86,0.2,1887.1799999999919,87.45,17.14,12.7
T028R15W4,2014-04-01,-9.29,1.12,0.0,1887.1799999999919,89.11,16.89,13.83
T028R15W4,2014-04-02,-4.78,3.65,0.1,1887.2799999999918,88.43,16.83,12.6
T028R15W4,2014-04-03,-6.23,-0.67,0.0,1887.2799999999918,90.24,16.7,10.34
T028R15W4,2014-04-04,-5.64,8.17,0.0,1887.2799999999918,75.51,4.8,16.48
T028R15W4,2014-04-05,-4.15,9.38,0.0,1887.2799999999918,68.05,0.0,16.5
T028R15W4,2014-04-06,-1.93,8.75,0.0,1887.2799999999918,64.16,0.0,14.82
T028R15W4,2014-04-07,-3.63,13.88,0.0,1887.2799999999918,54.02,0.0,19.18
T028R15W4,2014-04-08,1.82,19.49,0.0,1887.2799999999918,51.1,0.0,19.47
T028R15W4,2014-04-09,-1.76,9.81,0.41,1887.6899999999919,61.08,0.0,15.91
T028R15W4,2014-04-10,-4.88,12.3,0.0,1887.6899999999919,48.4,0.0,19.59
T028R15W4,2014-04-11,-1.54,12.78,0.1,1887.7899999999918,54.47,0.0,18.07
T028R15W4,2014-04-12,-8.85,0.34,0.0,1887.7899999999918,69.11,0.0,14.62
T028R15W4,2014-04-13,-9.09,2.41,0.0,1887.7899999999918,59.55,0.0,16.52
T028R15W4,2014-04-14,-9.22,12.93,0.0,1887.7899999999918,47.76,0.0,23.14
T028R15W4,2014-04-15,-2.94,8.69,0.0,1887.7899999999918,51.5,0.0,16.92
T028R15W4,2014-04-16,-4.99,1.96,0.1,1887.8899999999917,78.23,0.0,13.2
T028R15W4,2014-04-17,-3.24,9.75,0.1,1887.9899999999916,84.0,0.0,18.21
T028R15W4,2014-04-18,-0.65,7.31,0.51,1888.4999999999916,92.65,0.0,14.38
T028R15W4,2014-04-19,-2.86,12.83,0.0,1888.4999999999916,70.01,0.0,20.37
T028R15W4,2014-04-20,-0.33,14.57,0.0,1888.4999999999916,51.45,0.0,20.03
T028R15W4,2014-04-21,-2.35,18.34,0.1,1888.5999999999915,42.66,0.0,23.79
T028R15W4,2014-04-22,4.4,21.11,0.0,1888.5999999999915,35.32,0.0,21.57
T028R15W4,2014-04-23,1.19,11.0,2.44,1891.0399999999916,73.78,0.0,16.66
T028R15W4,2014-04-24,-2.26,12.98,0.0,1891.0399999999916,61.84,0.0,20.93
T028R15W4,2014-04-25,-1.51,9.05,2.54,1893.5799999999915,77.18,0.0,17.56
T028R15W4,2014-04-26,-3.31,2.77,1.53,1895.1099999999915,91.12,0.0,13.42
T028R15W4,2014-04-27,-2.64,8.61,2.54,1897.6499999999915,88.37,0.0,18.4
T028R15W4,2014-04-28,-3.19,12.07,2.34,1899.9899999999914,79.99,0.0,21.59
T028R15W4,2014-04-29,0.62,15.85,0.0,1899.9899999999914,42.46,0.0,21.72
T028R15W4,2014-04-30,-0.51,19.61,0.1,1900.0899999999913,32.08,0.0,25.14
T028R15W4,2014-05-01,4.55,20.16,0.29,1900.3799999999912,47.28,0.0,22.29
T028R15W4,2014-05-02,2.12,9.26,6.38,1906.7599999999914,66.19,0.0,15.17
T028R15W4,2014-05-03,-1.33,4.05,1.06,1907.8199999999913,67.69,0.0,13.27
T028R15W4,2014-05-04,-0.7,4.77,2.81,1910.6299999999912,91.02,0.0,13.46
T028R15W4,2014-05-05,-0.41,7.16,0.1,1910.7299999999912,75.83,0.0,15.94
T028R15W4,2014-05-06,-6.28,4.15,0.19,1910.9199999999912,70.05,0.0,18.83
T028R15W4,2014-05-07,-8.79,9.39,0.0,1910.9199999999912,57.06,0.0,25.01
T028R15W4,2014-05-08,-5.24,17.35,0.0,1910.9199999999912,46.63,0.0,28.04
T028R15W4,2014-05-09,2.13,14.05,0.0,1910.9199999999912,44.55,0.0,20.48
T028R15W4,2014-05-10,-3.21,10.98,0.0,1910.9199999999912,50.7,0.0,22.48
T028R15W4,2014-05-11,-4.13,12.04,0.0,1910.9199999999912,40.69,0.0,24.13
T028R15W4,2014-05-12,-3.46,16.09,0.0,1910.9199999999912,34.19,0.0,26.67
T028R15W4,2014-05-13,3.18,17.23,0.0,1910.9199999999912,41.74,0.0,22.73
T028R15W4,2014-05-14,0.66,21.08,0.0,1910.9199999999912,37.78,0.0,27.53
T028R15W4,2014-05-15,5.5,18.16,0.0,1910.9199999999912,55.18,0.0,21.79
T028R15W4,2014-05-16,1.98,10.98,0.0,1910.9199999999912,80.73,0.0,18.46
T028R15W4,2014-05-17,-1.77,18.03,0.77,1911.6899999999912,67.27,0.0,27.5
T028R15W4,2014-05-18,6.62,18.06,38.5,1950.1899999999912,81.91,0.0,21.0
T028R15W4,2014-05-19,5.07,13.72,0.48,1950.6699999999912,88.03,0.0,18.34
T028R15W4,2014-05-20,4.51,18.34,0.0,1950.6699999999912,72.26,0.0,23.29
T028R15W4,2014-05-21,4.82,23.09,0.0,1950.6699999999912,53.89,0.0,26.87
T028R15W4,2014-05-22,9.04,25.7,0.1,1950.7699999999911,41.05,0.0,25.76
T028R15W4,2014-05-23,9.34,26.41,0.0,1950.7699999999911,41.07,0.0,26.18
T028R15W4,2014-05-24,10.01,20.61,0.19,1950.9599999999912,53.04,0.0,20.7
T028R15W4,2014-05-25,8.17,19.19,3.39,1954.3499999999913,64.84,0.0,21.19
T028R15W4,2014-05-26,5.7,20.79,3.97,1958.3199999999913,73.73,0.0,24.88
T028R15W4,2014-05-27,5.16,17.74,0.1,1958.4199999999912,70.84,0.0,22.78
T028R15W4,2014-05-28,7.05,11.46,1.35,1959.7699999999911,86.37,0.0,13.53
T028R15W4,2014-05-29,5.37,15.01,0.1,1959.869999999991,76.91,0.0,20.07
T028R15W4,2014-05-30,2.47,21.17,0.0,1959.869999999991,50.49,0.0,28.03
T028R15W4,2014-05-31,5.71,21.11,0.0,1959.869999999991,50.24,0.0,25.51
T028R15W4,2014-06-01,7.12,20.28,0.1,1959.969999999991,66.66,0.0,23.64
T028R15W4,2014-06-02,4.63,21.95,0.1,1960.0699999999908,65.88,0.0,27.19
T028R15W4,2014-06-03,4.97,23.3,0.0,1960.0699999999908,63.49,0.0,28.04
T028R15W4,2014-06-04,7.61,22.03,0.72,1960.7899999999909,61.91,0.0,24.92
T028R15W4,2014-06-05,1.28,10.73,0.21,1960.999999999991,69.08,0.0,20.22
T028R15W4,2014-06-06,-1.18,15.15,0.0,1960.999999999991,53.06,0.0,26.63
T028R15W4,2014-06-07,0.79,18.45,0.21,1961.209999999991,56.34,0.0,27.73
T028R15W4,2014-06-08,6.4,22.04,0.0,1961.209999999991,41.98,0.0,26.14
T028R15W4,2014-06-09,3.42,15.95,0.83,1962.0399999999909,63.79,0.0,23.43
T028R15W4,2014-06-10,2.5,18.3,0.0,1962.0399999999909,56.49,0.0,26.36
T028R15W4,2014-06-11,5.28,17.01,0.41,1962.449999999991,70.31,0.0,22.74
T028R15W4,2014-06-12,3.0,21.38,0.1,1962.5499999999909,54.59,0.0,28.5
T028R15W4,2014-06-13,7.54,16.38,2.27,1964.8199999999908,63.65,0.0,19.79
T028R15W4,2014-06-14,5.44,17.84,5.27,1970.0899999999908,77.53,0.0,23.45
T028R15W4,2014-06-15,3.8,16.61,0.1,1970.1899999999907,73.56,0.0,23.85
T028R15W4,2014-06-16,3.69,16.32,0.0,1970.1899999999907,69.79,0.0,23.69
T028R15W4,2014-06-17,6.77,17.18,2.37,1972.5599999999906,72.76,0.0,21.52
T028R15W4,2014-06-18,8.93,13.5,10.12,1982.6799999999905,95.87,0.0,14.27
T028R15W4,2014-06-19,4.88,19.01,0.1,1982.7799999999904,75.75,0.0,25.1
T028R15W4,2014-06-20,6.12,23.09,0.0,1982.7799999999904,71.37,0.0,27.5
T028R15W4,2014-06-21,8.39,18.54,7.74,1990.5199999999904,70.58,0.0,21.26
T028R15W4,2014-06-22,7.02,21.32,0.0,1990.5199999999904,54.16,0.0,25.23
T028R15W4,2014-06-23,7.74,23.2,0.0,1990.5199999999904,58.03,0.0,26.23
T028R15W4,2014-06-24,9.85,24.37,0.0,1990.5199999999904,70.07,0.0,25.41
T028R15W4,2014-06-25,8.35,19.41,0.0,1990.5199999999904,77.68,0.0,22.17
T028R15W4,2014-06-26,6.71,20.94,0.0,1990.5199999999904,67.62,0.0,25.12
T028R15W4,2014-06-27,10.21,23.97,0.0,1990.5199999999904,65.13,0.0,24.69
T028R15W4,2014-06-28,7.51,21.24,1.55,1992.0699999999904,79.72,0.0,24.64
T028R15W4,2014-06-29,11.54,13.44,13.42,2005.4899999999905,89.72,0.0,9.14
T028R15W4,2014-06-30,11.34,21.01,0.0,2005.4899999999905,73.51,0.0,20.63
T028R15W4,2014-07-01,10.6,24.02,0.0,2005.4899999999905,67.72,0.0,24.27
T028R15W4,2014-07-02,10.87,26.65,0.0,2005.4899999999905,62.29,0.0,26.28
T028R15W4,2014-07-03,12.87,28.6,0.0,2005.4899999999905,64.04,0.0,26.19
T028R15W4,2014-07-04,13.51,25.74,0.0,2005.4899999999905,70.77,0.0,23.06
T028R15W4,2014-07-05,13.07,23.51,0.0,2005.4899999999905,72.56,0.0,21.26
T028R15W4,2014-07-06,11.06,24.89,0.0,2005.4899999999905,67.55,0.0,24.42
T028R15W4,2014-07-07,10.97,23.55,0.0,2005.4899999999905,64.33,0.0,23.24
T028R15W4,2014-07-08,8.62,27.7,0.0,2005.4899999999905,56.1,0.0,28.56
T028R15W4,2014-07-09,12.81,31.73,0.0,2005.4899999999905,52.86,0.0,28.37
T028R15W4,2014-07-10,10.95,24.46,0.0,2005.4899999999905,54.55,0.0,23.91
T028R15W4,2014-07-11,7.64,22.79,0.0,2005.4899999999905,61.89,0.0,25.26
T028R15W4,2014-07-12,8.23,28.5,0.0,2005.4899999999905,50.64,0.0,29.13
T028R15W4,2014-07-13,10.02,29.1,0.0,2005.4899999999905,52.3,0.0,28.18
T028R15W4,2014-07-14,9.75,27.16,0.0,2005.4899999999905,45.83,0.0,26.84
T028R15W4,2014-07-15,7.32,29.75,0.0,2005.4899999999905,49.9,0.0,30.37
T028R15W4,2014-07-16,10.39,32.95,0.0,2005.4899999999905,50.85,0.0,30.36
T028R15W4,2014-07-17,12.52,28.78,7.53,2013.0199999999904,71.94,0.0,25.68
T028R15W4,2014-07-18,9.92,23.03,0.1,2013.1199999999903,68.4,0.0,22.98
T028R15W4,2014-07-19,11.5,23.89,11.4,2024.5199999999904,69.32,0.0,22.25
T028R15W4,2014-07-20,9.76,20.62,4.46,2028.9799999999905,77.98,0.0,20.75
T028R15W4,2014-07-21,8.18,20.34,1.39,2030.3699999999906,73.26,0.0,21.88
T028R15W4,2014-07-22,8.69,25.14,0.1,2030.4699999999905,67.83,0.0,25.34
T028R15W4,2014-07-23,10.43,25.38,0.79,2031.2599999999904,77.1,0.0,24.05
T028R15W4,2014-07-24,10.2,23.21,0.4,2031.6599999999905,53.63,0.0,22.34
T028R15W4,2014-07-25,7.55,13.4,31.62,2063.2799999999907,82.94,0.0,14.91
T028R15W4,2014-07-26,9.25,19.77,0.0,2063.2799999999907,77.0,0.0,19.91
T028R15W4,2014-07-27,8.5,26.16,0.0,2063.2799999999907,63.51,0.0,25.67
T028R15W4,2014-07-28,11.62,29.18,0.0,2063.2799999999907,62.58,0.0,25.47
T028R15W4,2014-07-29,11.86,32.17,0.0,2063.2799999999907,59.84,0.0,27.26
T028R15W4,2014-07-30,12.91,33.18,0.0,2063.2799999999907,55.45,0.0,27.09
T028R15W4,2014-07-31,15.32,27.65,3.17,2066.4499999999907,73.94,0.0,21.02
T028R15W4,2014-08-01,14.29,25.38,0.0,2066.4499999999907,71.94,0.0,19.82
T028R15W4,2014-08-02,13.68,27.55,0.4,2066.849999999991,72.35,0.0,22.04
T028R15W4,2014-08-03,12.56,25.66,0.3,2067.149999999991,70.59,0.0,21.3
T028R15W4,2014-08-04,13.3,25.57,16.21,2083.359999999991,75.09,0.0,20.49
T028R15W4,2014-08-05,13.78,24.44,0.59,2083.949999999991,75.7,0.0,18.98
T028R15W4,2014-08-06,12.98,28.43,0.0,2083.949999999991,73.14,0.0,22.71
T028R15W4,2014-08-07,12.96,25.09,14.63,2098.5799999999913,72.6,0.0,20.0
T028R15W4,2014-08-08,10.66,21.77,7.81,2106.3899999999912,81.76,0.0,19.02
T028R15W4,2014-08-09,7.82,21.01,0.0,2106.3899999999912,68.82,0.0,20.59
T028R15W4,2014-08-10,9.26,25.6,0.0,2106.3899999999912,58.83,0.0,22.76
T028R15W4,2014-08-11,10.38,28.28,0.0,2106.3899999999912,57.86,0.0,23.65
T028R15W4,2014-08-12,13.14,29.15,0.0,2106.3899999999912,57.53,0.0,22.21
T028R15W4,2014-08-13,15.77,30.53,0.1,2106.489999999991,66.73,0.0,21.18
T028R15W4,2014-08-14,17.14,28.2,0.1,2106.589999999991,76.51,0.0,18.2
T028R15W4,2014-08-15,16.1,23.19,3.46,2110.049999999991,84.5,0.0,14.46
T028R15W4,2014-08-16,15.11,19.83,6.92,2116.969999999991,88.69,0.0,11.71
T028R15W4,2014-08-17,14.72,23.44,0.0,2116.969999999991,82.09,0.0,15.8
T028R15W4,2014-08-18,11.36,27.29,0.1,2117.069999999991,72.61,0.0,21.18
T028R15W4,2014-08-19,13.65,23.87,23.13,2140.199999999991,81.27,0.0,16.83
T028R15W4,2014-08-20,11.63,16.19,2.17,2142.3699999999913,87.09,0.0,11.15
T028R15W4,2014-08-21,7.59,15.3,0.1,2142.469999999991,83.56,0.0,14.38
T028R15W4,2014-08-22,8.75,14.52,0.0,2142.469999999991,78.01,0.0,12.33
T028R15W4,2014-08-23,7.41,13.65,0.1,2142.569999999991,85.51,0.0,12.71
T028R15W4,2014-08-24,6.51,17.13,0.0,2142.569999999991,74.84,0.0,16.44
T028R15W4,2014-08-25,3.38,20.9,0.1,2142.669999999991,70.07,0.0,20.92
T028R15W4,2014-08-26,6.41,25.51,0.0,2142.669999999991,61.18,0.0,21.65
T028R15W4,2014-08-27,10.75,28.08,0.0,2142.669999999991,58.05,0.0,20.43
T028R15W4,2014-08-28,7.14,17.08,4.74,2147.4099999999908,85.46,0.0,15.33
T028R15W4,2014-08-29,3.35,20.99,0.1,2147.5099999999907,80.95,0.0,20.22
T028R15W4,2014-08-30,7.44,19.35,10.58,2158.0899999999906,72.89,0.0,16.45
T028R15W4,2014-08-31,5.26,18.53,0.2,2158.2899999999904,70.79,0.0,17.2
T028R15W4,2014-09-01,5.79,20.42,0.9,2159.1899999999905,65.53,0.0,17.87
T028R15W4,2014-09-02,6.51,16.62,0.1,2159.2899999999904,77.69,0.0,14.71
T028R15W4,2014-09-03,5.47,14.08,0.0,2159.2899999999904,85.33,0.0,13.43
T028R15W4,2014-09-04,2.51,18.75,0.1,2159.3899999999903,67.9,0.0,18.25
T028R15W4,2014-09-05,4.01,20.94,0.0,2159.3899999999903,61.37,0.0,18.44
T028R15W4,2014-09-06,7.15,23.33,0.0,2159.3899999999903,59.23,0.0,17.83
T028R15W4,2014-09-07,6.68,25.58,1.6,2160.9899999999902,63.62,0.0,19.06
T028R15W4,2014-09-08,0.03,10.19,30.46,2191.4499999999903,96.68,0.0,13.82
T028R15W4,2014-09-09,0.09,4.55,2.61,2194.0599999999904,94.84,0.0,9.05
T028R15W4,2014-09-10,0.21,5.46,0.4,2194.4599999999905,79.81,0.0,9.71
T028R15W4,2014-09-11,-2.58,9.24,0.1,2194.5599999999904,71.93,0.0,14.39
T028R15W4,2014-09-12,-4.46,12.43,3.61,2198.1699999999905,83.65,0.0,17.01
T028R15W4,2014-09-13,2.19,12.51,0.1,2198.2699999999904,79.8,0.0,13.13
T028R15W4,2014-09-14,2.06,17.54,0.0,2198.2699999999904,69.19,0.0,15.89
T028R15W4,2014-09-15,2.77,22.3,0.1,2198.3699999999903,64.16,0.0,17.64
T028R15W4,2014-09-16,6.53,24.03,0.0,2198.3699999999903,56.78,0.0,16.48
T028R15W4,2014-09-17,7.52,23.72,0.0,2198.3699999999903,61.0,0.0,15.66
T028R15W4,2014-09-18,9.67,23.47,0.0,2198.3699999999903,68.11,0.0,14.27
T028R15W4,2014-09-19,7.1,22.71,0.0,2198.3699999999903,69.5,0.0,14.98
T028R15W4,2014-09-20,5.57,19.61,0.0,2198.3699999999903,55.7,0.0,14.02
T028R15W4,2014-09-21,5.9,24.23,0.0,2198.3699999999903,58.03,0.0,15.81
T028R15W4,2014-09-22,5.32,29.37,0.0,2198.3699999999903,55.4,0.0,17.87
T028R15W4,2014-09-23,10.3,19.84,0.0,2198.3699999999903,71.68,0.0,11.1
T028R15W4,2014-09-24,7.85,26.28,0.0,2198.3699999999903,65.54,0.0,15.21
T028R15W4,2014-09-25,8.59,24.63,0.0,2198.3699999999903,60.42,0.0,14.0
T028R15W4,2014-09-26,3.36,17.11,0.9,2199.2699999999904,82.43,0.0,12.78
